Index,X (m),Y (m),Z (m),Distance (m),Power (dBm),Phase (deg)
1,-27.2518,-16.1136,2.5,37.5235,-250.0,0.0
2,-26.7518,-16.1136,2.5,37.1661,-250.0,0.0
3,-26.2518,-16.1136,2.5,36.812,-250.0,0.0
4,-25.7518,-16.1136,2.5,36.4613,-250.0,0.0
5,-25.2518,-16.1136,2.5,36.1141,-250.0,0.0
6,-24.7518,-16.1136,2.5,35.7705,-250.0,0.0
7,-24.2518,-16.1136,2.5,35.4307,-250.0,0.0
8,-23.7518,-16.1136,2.5,35.0947,-250.0,0.0
9,-23.2518,-16.1136,2.5,34.7627,-250.0,0.0
10,-22.7518,-16.1136,2.5,34.4347,-250.0,0.0
11,-22.2518,-16.1136,2.5,34.1109,-250.0,0.0
12,-21.7518,-16.1136,2.5,33.7913,-250.0,0.0
13,-21.2518,-16.1136,2.5,33.4762,-250.0,0.0
14,-20.7518,-16.1136,2.5,33.1657,-250.0,0.0
15,-20.2518,-16.1136,2.5,32.8598,-250.0,0.0
16,-19.7518,-16.1136,2.5,32.5587,-250.0,0.0
17,-19.2518,-16.1136,2.5,32.2626,-250.0,0.0
18,-18.7518,-16.1136,2.5,31.9715,-250.0,0.0
19,-18.2518,-16.1136,2.5,31.6857,-250.0,0.0
20,-17.7518,-16.1136,2.5,31.4052,-250.0,0.0
21,-17.2518,-16.1136,2.5,31.1302,-250.0,0.0
22,-16.7518,-16.1136,2.5,30.8609,-250.0,0.0
23,-16.2518,-16.1136,2.5,30.5973,-250.0,0.0
24,-15.7518,-16.1136,2.5,30.3398,-250.0,0.0
25,-15.2518,-16.1136,2.5,30.0883,-250.0,0.0
26,-14.7518,-16.1136,2.5,29.8431,-250.0,0.0
27,-14.2518,-16.1136,2.5,29.6043,-250.0,0.0
28,-13.7518,-16.1136,2.5,29.372,-250.0,0.0
29,-13.2518,-16.1136,2.5,29.1465,-250.0,0.0
30,-12.7518,-16.1136,2.5,28.9279,-250.0,0.0
31,-12.2518,-16.1136,2.5,28.7163,-250.0,0.0
32,-11.7518,-16.1136,2.5,28.512,-250.0,0.0
33,-11.2518,-16.1136,2.5,28.3149,-250.0,0.0
34,-10.7518,-16.1136,2.5,28.1254,-250.0,0.0
35,-10.2518,-16.1136,2.5,27.9436,-250.0,0.0
36,-9.75181,-16.1136,2.5,27.7695,-250.0,0.0
37,-9.25181,-16.1136,2.5,27.6035,-250.0,0.0
38,-8.75181,-16.1136,2.5,27.4455,-250.0,0.0
39,-8.25181,-16.1136,2.5,27.2958,-250.0,0.0
40,-7.75181,-16.1136,2.5,27.1544,-250.0,0.0
41,-7.25181,-16.1136,2.5,27.0216,-250.0,0.0
42,-6.75181,-16.1136,2.5,26.8974,-250.0,0.0
43,-6.25181,-16.1136,2.5,26.782,-250.0,0.0
44,-5.75181,-16.1136,2.5,26.6754,-250.0,0.0
45,-5.25181,-16.1136,2.5,26.5779,-250.0,0.0
46,-4.75181,-16.1136,2.5,26.4894,-250.0,0.0
47,-4.25181,-16.1136,2.5,26.41,-250.0,0.0
48,-3.75181,-16.1136,2.5,26.34,-250.0,0.0
49,-3.25181,-16.1136,2.5,26.2792,-250.0,0.0
50,-2.75181,-16.1136,2.5,26.2279,-250.0,0.0
51,-2.25181,-16.1136,2.5,26.186,-250.0,0.0
52,-1.75181,-16.1136,2.5,26.1536,-250.0,0.0
53,-1.25181,-16.1136,2.5,26.1307,-250.0,0.0
54,-0.751808,-16.1136,2.5,26.1174,-250.0,0.0
55,-0.251808,-16.1136,2.5,26.1136,-250.0,0.0
56,0.248192,-16.1136,2.5,26.1194,-250.0,0.0
57,0.748192,-16.1136,2.5,26.1348,-250.0,0.0
58,1.24819,-16.1136,2.5,26.1598,-250.0,0.0
59,1.74819,-16.1136,2.5,26.1942,-250.0,0.0
60,2.24819,-16.1136,2.5,26.2381,-250.0,0.0
61,2.74819,-16.1136,2.5,26.2915,-250.0,0.0
62,3.24819,-16.1136,2.5,26.3543,-250.0,0.0
63,3.74819,-16.1136,2.5,26.4263,-250.0,0.0
64,4.24819,-16.1136,2.5,26.5077,-250.0,0.0
65,4.74819,-16.1136,2.5,26.5981,-250.0,0.0
66,5.24819,-16.1136,2.5,26.6976,-250.0,0.0
67,5.74819,-16.1136,2.5,26.8061,-250.0,0.0
68,6.24819,-16.1136,2.5,26.9234,-250.0,0.0
69,6.74819,-16.1136,2.5,27.0495,-250.0,0.0
70,7.24819,-16.1136,2.5,27.1842,-250.0,0.0
71,7.74819,-16.1136,2.5,27.3273,-250.0,0.0
72,8.24819,-16.1136,2.5,27.4788,-250.0,0.0
73,8.74819,-16.1136,2.5,27.6386,-250.0,0.0
74,9.24819,-16.1136,2.5,27.8064,-250.0,0.0
75,-27.2518,-15.6136,2.5,37.1773,-250.0,0.0
76,-26.7518,-15.6136,2.5,36.8165,-250.0,0.0
77,-26.2518,-15.6136,2.5,36.459,-250.0,0.0
78,-25.7518,-15.6136,2.5,36.1049,-250.0,0.0
79,-25.2518,-15.6136,2.5,35.7542,-250.0,0.0
80,-24.7518,-15.6136,2.5,35.4072,-250.0,0.0
81,-24.2518,-15.6136,2.5,35.0638,-250.0,0.0
82,-23.7518,-15.6136,2.5,34.7243,-250.0,0.0
83,-23.2518,-15.6136,2.5,34.3887,-250.0,0.0
84,-22.7518,-15.6136,2.5,34.0571,-250.0,0.0
